"x" "y"
0.300642046611756 0.117963526165113
0.0955468430183828 0.335836412850767
0.0135835690889508 0.214883514447138
0.20425604423508 0.794426002074033
0.0192288542166352 0.387706421082839
0.305541255977005 0.460967538645491
0.721129686338827 0.699861450586468
0.821346562588587 0.30980456713587
0.941999982111156 0.197687098523602
0.529903925256804 0.133216134272516
0.913428474683315 0.584318273933604
0.335572051815689 0.245264533674344
0.146778876427561 0.189426943659782
0.580154290422797 0.310295520350337
0.652451244648546 0.510030004894361
0.385877315886319 0.807127637555823
0.169278228655457 0.664987059077248
0.803486354183406 0.65951764700003
0.106860571308061 0.263916777446866
0.790704836137593 0.425545116653666
0.271541045978665 0.112545117037371
0.645364866359159 0.0669858860783279
0.883021405432373 0.220912898425013
0.436854334780946 0.991159125464037
0.44255773932673 0.335144991287962
0.0172870827373117 0.425230926601216
0.990135316969827 0.94248157623224
0.0992912543006241 0.405981408199295
0.783438804326579 0.646103787003085
0.629038953920826 0.0131419906392694
0.291595763759688 0.603855223627761
0.630060146097094 0.147089967038482
0.875401970697567 0.0980233922600746
0.565617267275229 0.575467604212463
0.81993788247928 0.136407057289034
0.512018390232697 0.784931133966893
0.653950734063983 0.408226502360776
0.344543670071289 0.818690863903612
0.776286399224773 0.503251590300351
0.338766667759046 0.180547382915393
0.111622689990327 0.954960827715695
0.324011914432049 0.769117841031402
0.103069740813226 0.924618647433817
0.15727595356293 0.739928029943258
0.680255026323721 0.786878243321553
0.866281025577337 0.944386173970997
0.671371632022783 0.625656608259305
0.0175464130006731 0.615103262010962
0.547310345806181 0.795627642888576
0.896548418560997 0.944996967446059
0.408938715932891 0.24345104303211
0.513593173120171 0.991524208104238
0.196377193555236 0.636100209550932
0.738475664984435 0.266431252704933
0.437560208374634 0.0222478227224201
0.318518674466759 0.028952821623534
0.141438399907202 0.000627362169325352
0.585454736603424 0.256816520355642
0.538918823003769 0.221125905634835
0.164679509587586 0.347301001194865
0.381684885360301 0.125275169266388
0.604402434080839 0.741035598097369
0.254944297019392 0.535704777343199
0.676503088790923 0.175319575937465
0.172751759877428 0.328180426033214
0.550689719384536 0.611204592278227
0.910920814843848 0.148264935705811
0.800517470343038 0.705043466528878
0.462079156190157 0.916755768004805
0.649140538647771 0.706817573634908
0.324566094437614 0.815929429372773
0.221722072456032 0.80408396362327
0.934478757670149 0.893606767058372
0.928390449145809 0.498728399397805
0.644069763598964 0.15493782539852
0.81540709733963 0.962433278560638
0.741157182026654 0.187887868611142
0.960144171025604 0.395291141467169
0.240997671615332 0.6680524260737
0.649684279458597 0.781619868241251
0.783101313514635 0.0838173218071461
0.890190016245469 0.356572405667976
0.824401825666428 0.656180009944364
0.545237576356158 0.84841283550486
0.679095358354971 0.314251656644046
0.385927821742371 0.0107648025732487
0.885254451306537 0.672768323682249
